Air temperature [K];Process temperature [K];Rotational speed [rpm];Torque [Nm];Tool wear [min];Temperature_difference;Power;Mechanical_stress;Type_L;Type_M;ID;Failure_Prediction;Failure_Probability;SHAP_Rotational_speed;SHAP_Power;SHAP_Tool_wear;SHAP_Temperature_difference;Key_factor;Risk_level;Maintenance_Recommendation;Suggested_Action
295;306;1480;43;92;10;63936;3974;0;1;1767;0;0,010594284796002575;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1499;44;134;11;66255;5922;0;0;1768;0;0,009315719523774673;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1397;42;113;9;59232;4791;1;0;1769;0;0,030738011068611956;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1409;44;145;11;62418;6423;0;1;1770;0;0,014125547764839349;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;309;1511;39;146;8;59382;5737;0;1;1771;0;0,01543301438339574;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1479;43;240;8;64484;10464;1;0;1772;0;0,11413628798183682;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1991;20;59;10;41213;1221;1;0;1773;0;0,01706962150853001;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1297;60;125;8;78727;7587;0;1;1774;1;0,8682872348268351;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
301;311;1353;43;130;9;59261;5694;1;0;1775;0;0,035074696820522056;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1525;39;77;11;60542;3056;1;0;1776;0;0,010715264674832047;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1521;39;197;9;59775;7742;1;0;1777;0;0,09145753598657513;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1494;42;221;8;63793;9436;0;0;1778;0;0,36076808455044607;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
298;308;1540;37;7;9;58211;264;1;0;1779;0;0,01097285139598896;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1848;23;37;10;43797;876;0;1;1780;0;0,012234282445076098;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1483;46;203;11;69552;9520;1;0;1781;0;0,05848981338297491;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1372;56;133;9;77106;7474;0;1;1782;0;0,1199203465445033;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1480;47;68;8;69708;3202;1;0;1783;0;0,04117049793308994;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1385;45;158;9;62325;7110;1;0;1784;0;0,0314302804400275;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1618;35;218;9;57439;7739;1;0;1785;1;0,6976932152931483;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
300;311;1375;56;155;11;78237;8819;1;0;1786;0;0,09803793384016808;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1452;47;77;10;69550;3688;0;1;1787;0;0,019608184118012545;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1761;30;180;11;53534;5472;0;0;1788;0;0,053551502421342156;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1626;36;83;9;59349;3029;1;0;1789;0;0,01097285139598896;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1566;32;9;9;51051;293;0;1;1790;0;0,014989699740904664;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1538;43;30;11;66441;1296;1;0;1791;0;0,008868210667185997;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1486;40;42;9;60331;1705;1;0;1792;0;0,010178099737884578;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1543;37;73;8;57862;2737;0;0;1793;0;0,018306071041258955;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1462;48;204;10;70468;9832;1;0;1794;0;0,17042531478386097;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1581;30;31;9;48852;957;0;1;1795;0;0,01358971008933355;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1613;27;143;10;44680;3961;1;0;1796;0;0,015166475249295753;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1424;46;185;9;66216;8602;1;0;1797;0;0,04610000724491663;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;308;1641;33;67;11;54645;2231;0;1;1798;0;0,01070390254030001;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1375;53;110;10;74112;5929;0;1;1799;0;0,09539088744267502;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1372;52;33;9;72441;1742;0;1;1800;0;0,05577415891554385;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;312;1602;35;67;11;57511;2405;1;0;1801;0;0,00600371916074752;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1761;27;76;11;47899;2067;1;0;1802;0;0,013181753664397153;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1705;28;20;10;48933;574;1;0;1803;0;0,011893073535540626;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;312;1527;35;164;11;53597;5756;0;0;1804;0;0,00513550817789939;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1521;39;151;10;59775;5934;1;0;1805;0;0,011692654752515606;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1863;22;111;9;41358;2464;0;1;1806;0;0,02473155683358841;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1535;38;34;8;59251;1312;0;1;1807;0;0,04261680706628671;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1305;54;168;11;71253;9172;0;0;1808;0;0,04911429370218113;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1440;45;146;11;65520;6643;0;1;1809;0;0,02376142424811327;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1522;39;217;10;59510;8484;1;0;1810;1;0,6374701590303153;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
297;308;1455;43;122;11;63292;5307;1;0;1811;0;0,009811708917617033;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1470;45;40;11;66444;1808;1;0;1812;0;0,010881283247125246;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;312;1495;38;186;9;58005;7216;1;0;1813;0;0,01203447919360897;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1446;50;144;11;72444;7214;1;0;1814;0;0,015839404484098346;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1591;32;79;11;50912;2528;1;0;1815;0;0,011127760552233168;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1732;26;45;10;46590;1210;0;1;1816;0;0,01183739487258277;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;312;1490;42;3;11;62878;126;1;0;1817;0;0,005468587032726726;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1935;22;171;11;42763;3779;1;0;1818;0;0,0177060898251927;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1632;33;39;10;54672;1306;1;0;1819;0;0,008506803285182052;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1543;43;8;10;67429;349;0;1;1820;0;0,009220185547433724;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1546;38;64;8;59521;2464;1;0;1821;0;0,04394689053500179;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1281;59;15;11;76603;897;1;0;1822;0;0,10625703664043328;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1680;35;20;10;60143;716;1;0;1823;0;0,009711138361875671;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1740;28;129;9;50286;3728;1;0;1824;0;0,024733027448345393;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1441;44;48;9;63404;2112;1;0;1825;0;0,01605513441830081;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1596;30;5;11;48997;153;1;0;1826;0;0,013181753664397153;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1556;45;58;10;70486;2627;1;0;1827;0;0,00889556940070723;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1409;50;141;9;71295;7134;0;1;1828;0;0,03644335354613051;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1547;41;72;8;64509;3002;1;0;1829;0;0,024380427216192598;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1328;50;12;11;67064;606;0;1;1830;0;0,06184023361700444;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1671;28;158;11;46788;4424;0;0;1831;0;0,014092966084666066;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1621;36;68;11;58518;2454;1;0;1832;0;0,009811708917617033;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1451;40;86;11;58040;3440;1;0;1833;0;0,01491322234025399;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1480;42;112;10;62752;4748;0;1;1834;0;0,009104233238433299;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1501;39;195;10;58989;7663;0;1;1835;0;0,053043890916181495;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1418;45;148;10;63951;6674;1;0;1836;0;0,014863658188477152;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1507;45;192;9;68869;8774;0;1;1837;0;0,031933481192000276;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1352;44;126;8;59488;5544;0;1;1838;0;0,4071939113638862;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
298;309;1635;29;9;11;48559;267;0;1;1839;0;0,015395413272089176;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1396;49;13;10;68404;637;1;0;1840;0;0,0334913827185924;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1529;43;50;9;65747;2150;0;1;1841;0;0,013474990512783825;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1578;31;139;7;49233;4336;1;0;1842;0;0,033544897432882775;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1394;48;192;8;68027;9369;0;1;1843;0;0,3539464836128533;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
302;312;1534;38;3;9;59212;115;1;0;1844;0;0,00908544234783394;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1394;50;213;11;69839;10671;1;0;1845;0;0,4697993102158166;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
297;308;1954;21;42;10;41229;886;1;0;1846;0;0,012883641723484359;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1474;40;158;10;58960;6320;1;0;1847;0;0,01245974029695364;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1524;39;96;9;60045;3782;1;0;1848;0;0,015059979689763138;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1478;43;206;9;64293;8961;0;0;1849;0;0,2214557778682158;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1844;24;171;8;45362;4206;0;0;1850;0;0,053043030694954134;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1345;53;192;9;71957;10272;1;0;1851;0;0,21055231165409577;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1375;54;186;8;74250;10044;0;0;1852;0;0,47414443730668954;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
301;310;1610;38;16;9;62146;617;0;0;1853;0;0,019764401007862573;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1886;21;13;11;39983;275;1;0;1854;0;0,029010810154534116;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1687;27;95;9;46729;2631;0;1;1855;0;0,017819809073812875;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1222;70;62;9;85540;4340;1;0;1856;1;0,7496535094462613;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
302;310;1325;55;192;8;73272;10617;1;0;1857;1;0,9610478669539096;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
298;310;1708;27;78;11;46286;2113;0;0;1858;0;0,021387289937808966;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1716;28;117;11;48906;3334;1;0;1859;0;0,029010810154534116;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1584;32;143;8;51796;4676;0;0;1860;0;0,043747792542368616;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1785;25;120;9;45517;3060;1;0;1861;0;0,02847415599502803;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1350;48;32;8;64935;1539;1;0;1862;1;0,9647583487938015;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
296;307;1549;37;104;10;58552;3931;0;0;1863;0;0,010594284796002575;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1633;31;0;11;50786;0;0;1;1864;0;0,012329281306508733;-0,0010416336151943912;3,126577712539185;-0,3459696619302671;0,21979395873799373;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1512;34;181;10;52768;6316;1;0;1865;0;0,030235234909195784;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1416;38;198;9;54091;7563;0;1;1866;0;0,04872767321663395;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1634;31;182;10;50980;5678;1;0;1867;0;0,030151071539473093;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1461;40;126;11;58586;5052;0;0;1868;0;0,009315719523774673;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1477;40;74;11;60113;3011;1;0;1869;0;0,009811708917617033;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
295;306;1347;50;46;10;67888;2318;0;1;1870;0;0,044884130676490615;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1815;27;66;9;50457;1834;0;1;1871;0;0,014989699740904664;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1535;34;114;10;53111;3944;1;0;1872;0;0,01115758113747567;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1624;32;53;9;52130;1701;0;1;1873;0;0,013260414541385998;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1553;32;161;11;50006;5184;1;0;1874;0;0,030666228066156483;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1942;20;155;9;39811;3177;1;0;1875;0;0,031992728436930976;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1598;37;148;9;60564;5609;0;0;1876;0;0,01737499681280203;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1367;43;111;9;59327;4817;0;1;1877;0;0,06417916535573559;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1621;32;75;9;53006;2452;0;0;1878;0;0,010418782968687458;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1456;40;182;9;59113;7389;0;0;1879;0;0,035755592910510045;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1528;31;194;9;47520;6033;1;0;1880;0;0,05766678634945827;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1558;38;51;9;59671;1953;1;0;1881;0;0,012411943863171952;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1372;48;174;11;65856;8352;1;0;1882;0;0,09000282661929528;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1387;52;2;11;73094;105;1;0;1883;0;0,07470983965253679;0,11201586996787766;1,855819427667819;1,4399594184680318;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1443;51;178;8;74747;9220;0;1;1884;0;0,11883237525434635;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1372;58;65;9;79850;3783;0;1;1885;0;0,13349898704734822;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1567;34;204;10;54061;7038;0;1;1886;0;0,11295439257611711;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1453;44;208;9;63932;9152;1;0;1887;1;0,6529561425958932;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
304;313;1627;32;91;9;52389;2930;0;0;1888;0;0,013260414541385998;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1415;48;185;8;68486;8954;0;0;1889;0;0,40371066517297055;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
298;310;1566;33;68;11;51834;2250;1;0;1890;0;0,01491322234025399;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;309;1432;43;138;7;62578;6030;1;0;1891;0;0,03426035982592982;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;312;1852;25;131;11;47966;3392;0;1;1892;0;0,0066477577573042165;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1341;58;126;11;78984;7421;0;1;1893;0;0,16270998813427134;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1458;41;123;9;60361;5092;1;0;1894;0;0,0105739054335558;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1509;41;16;9;62925;667;1;0;1895;0;0,020805018291347798;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1425;54;7;8;77520;380;1;0;1896;0;0,13819705191679316;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1407;42;145;11;59797;6162;1;0;1897;0;0,018099499466988276;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1619;34;57;10;56503;1989;1;0;1898;0;0,016476416573528833;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1528;37;45;10;57758;1700;1;0;1899;0;0,012963322032803745;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1547;32;79;11;50432;2575;0;0;1900;0;0,012329281306508733;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1453;39;84;9;56812;3284;1;0;1901;0;0,015510798720907992;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1721;27;5;11;46811;136;1;0;1902;0;0,022511391782677182;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1551;37;168;7;57852;6266;1;0;1903;0;0,03388616535765237;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1480;50;2;8;75036;101;0;0;1904;0;0,040419167444523445;0,11201586996787766;1,8769027036943176;1,4753588228529009;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1431;42;129;9;60531;5456;0;1;1905;0;0,01649847096190828;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
